,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
17,0.5088488,0.41957754,0.49753898,0.5353939,0.38480526,0.5263948,0.4737042,0.3028506,0.39780796,0.41655254,0.28088018,0.4101527,0.36723217,0.51168,0.39484,0.51776326
18,0.5090738,0.41976303,0.49775892,0.53563064,0.38497522,0.5266274,0.4739136,0.30298454,0.3979838,0.4167366,0.28100434,0.41033408,0.3673946,0.51190615,0.3950146,0.5179924
19,0.5088376,0.4195682,0.49752793,0.53538215,0.38479662,0.52638304,0.4736937,0.3028439,0.39779913,0.41654316,0.2808739,0.4101437,0.3672242,0.51166874,0.39483127,0.5177519
20,0.5089217,0.4196375,0.4976102,0.5354704,0.38486022,0.52647,0.47377184,0.30289397,0.3978649,0.41661206,0.28092036,0.41021135,0.36728477,0.51175326,0.39489657,0.51783735
21,0.33321303,0.27475485,0.32580695,0.35059568,0.2519847,0.3447028,0.31019908,0.19831778,0.26049933,0.2727739,0.18393072,0.2685832,0.2404773,0.335067,0.25855592,0.33905065
22,0.7145509,0.5891915,0.69866896,0.75182664,0.54036254,0.7391897,0.6651988,0.42527795,0.5586217,0.5849438,0.394426,0.57595694,0.5156859,0.7185265,0.554454,0.72706914
23,0.57858455,0.47707903,0.5657248,0.6087676,0.43754134,0.59853506,0.5386235,0.34435508,0.45232612,0.4736394,0.31937376,0.46636266,0.41756016,0.5818037,0.44895133,0.5887209
24,0.42440683,0.34994975,0.41497374,0.4465468,0.32094786,0.43904105,0.39509434,0.2525935,0.33179295,0.34742665,0.23426889,0.3420891,0.30629116,0.4267681,0.3293175,0.43184206
25,0.33319673,0.27474144,0.32579097,0.3505786,0.25197235,0.3446859,0.31018385,0.1983081,0.26048663,0.27276066,0.18392174,0.2685701,0.24046561,0.33505064,0.25854328,0.33903402
26,0.33329567,0.274823,0.32588768,0.3506826,0.2520471,0.3447882,0.31027594,0.19836694,0.26056397,0.2728415,0.18397631,0.26864973,0.24053693,0.33515006,0.25862,0.3391346
27,0.33344716,0.2749479,0.32603574,0.35084194,0.25216174,0.34494498,0.31041697,0.19845712,0.26068234,0.2729656,0.18405996,0.26877192,0.24064624,0.3353024,0.25873753,0.3392888
28,0.33346948,0.27496624,0.32605752,0.35086542,0.25217858,0.34496796,0.31043774,0.19847037,0.26069984,0.27298382,0.18407226,0.26878986,0.2406623,0.33532485,0.25875482,0.3393115
29,0.7560346,0.6233975,0.7392308,0.7954744,0.5717338,0.7821037,0.7038174,0.44996774,0.59105283,0.618903,0.4173245,0.60939443,0.5456243,0.760241,0.5866432,0.7692796
30,0.59251535,0.4885657,0.5793459,0.6234249,0.44807607,0.61294633,0.55159223,0.35264623,0.46321675,0.4850433,0.32706338,0.4775913,0.42761382,0.59581196,0.45976093,0.6028958
31,0.805094,0.66385007,0.7871996,0.8470931,0.60883385,0.8328547,0.74948853,0.47916633,0.6294064,0.6590639,0.4444049,0.64893836,0.5810302,0.8095733,0.6247108,0.81919825
32,0.61456954,0.5067507,0.6009097,0.6466295,0.4647539,0.6357607,0.572123,0.36577216,0.4804582,0.5030972,0.33923697,0.49536785,0.44353,0.6179888,0.4768737,0.62533605
33,0.6144643,0.5066639,0.60080695,0.6465189,0.4646744,0.63565195,0.57202506,0.36570957,0.48037598,0.503011,0.3391791,0.49528316,0.4434541,0.6178829,0.47679222,0.6252292
34,0.61432886,0.5065522,0.6006745,0.64637655,0.46457195,0.63551176,0.5718991,0.36562905,0.48027018,0.50290024,0.33910418,0.49517396,0.4433564,0.6177469,0.47668713,0.62509114
35,0.7383257,0.6087953,0.7219153,0.7768419,0.55834174,0.7637841,0.6873317,0.43942782,0.57720834,0.6044061,0.40754938,0.59512043,0.5328438,0.7424336,0.572902,0.75126046
36,0.6169669,0.5087276,0.60325396,0.64915216,0.46656704,0.6382409,0.5743549,0.3671991,0.48233253,0.5050598,0.34056047,0.4973004,0.44526026,0.6203998,0.47873417,0.6277757
37,0.6143126,0.50653905,0.6006589,0.64635956,0.46455988,0.6354952,0.5718841,0.3656194,0.48025754,0.50288695,0.33909535,0.4951611,0.44334483,0.6177307,0.4766746,0.6250748
38,0.63714206,0.52536327,0.62298065,0.6703798,0.48182404,0.6591118,0.5931366,0.37920678,0.49810505,0.52157557,0.35169694,0.5135624,0.45982066,0.64068705,0.49438903,0.6483043
39,0.7223506,0.595623,0.70629525,0.76003313,0.54626095,0.7472582,0.67245984,0.42992,0.56471914,0.59132844,0.39873126,0.5822438,0.5213148,0.72636956,0.5605063,0.7350055
40,0.43512145,0.35878477,0.42545035,0.45782042,0.3290506,0.45012516,0.4050689,0.25897044,0.34016943,0.35619798,0.24018337,0.35072556,0.31402385,0.43754244,0.33763152,0.44274443
41,0.43454134,0.35830635,0.42488292,0.4572099,0.32861176,0.4495249,0.40452877,0.2586251,0.33971584,0.355723,0.23986304,0.35025775,0.31360504,0.43695903,0.33718124,0.44215396
42,0.43525395,0.35889402,0.42557985,0.4579598,0.32915077,0.45026222,0.40519232,0.25904927,0.34027296,0.3563064,0.2402564,0.35083234,0.31411943,0.43767557,0.33773422,0.44287914
43,0.7453127,0.6145565,0.7287469,0.7841931,0.56362563,0.771012,0.693836,0.4435864,0.5826708,0.6101257,0.41140622,0.6007522,0.5378863,0.74945945,0.57832354,0.7583696
44,0.6149526,0.50706667,0.6012844,0.6470327,0.46504372,0.636157,0.5724796,0.3660002,0.48075762,0.50341076,0.33944854,0.49567667,0.4438065,0.6183739,0.47717094,0.62572587
45,0.67315334,0.55505687,0.65819156,0.7082698,0.5090568,0.69636464,0.6266608,0.40063944,0.5262581,0.55105495,0.37157488,0.542589,0.48580965,0.67689884,0.52233183,0.6849465
46,0.67234933,0.55439365,0.65740526,0.70742345,0.5084486,0.6955328,0.62591213,0.40016085,0.5256294,0.5503965,0.3711309,0.5419407,0.48522934,0.67608994,0.5217077,0.68412817
47,0.7893395,0.65085936,0.7717953,0.8305167,0.5969198,0.81655705,0.7348222,0.46978974,0.61709017,0.646167,0.4357086,0.63623965,0.56966025,0.79373115,0.6124861,0.80316794
48,0.43458426,0.3583417,0.42492506,0.45725498,0.32864422,0.44956937,0.40456885,0.25865066,0.33974943,0.35575813,0.23988676,0.35029247,0.3136361,0.43700215,0.3372147,0.44219765
49,0.3322645,0.27397278,0.32487944,0.34959778,0.2512674,0.3437215,0.30931604,0.1977533,0.2597579,0.2719975,0.18340713,0.2678187,0.23979276,0.33411312,0.25782,0.33808547
50,0.3305187,0.2725333,0.32317242,0.34776077,0.24994716,0.34191552,0.3076907,0.19671421,0.258393,0.27056837,0.18244345,0.26641148,0.23853284,0.33235765,0.2564653,0.33630913
51,0.3307429,0.2727181,0.32339168,0.3479968,0.2501167,0.34214738,0.3078995,0.19684763,0.2585683,0.2707518,0.18256724,0.2665922,0.23869461,0.33258313,0.25663924,0.33653727
52,0.33049008,0.27250972,0.3231444,0.34773067,0.2499255,0.34188583,0.30766416,0.19669716,0.25837064,0.2705449,0.1824277,0.26638842,0.23851222,0.33232886,0.256443,0.33628
53,0.33047542,0.27249753,0.32313,0.34771523,0.24991442,0.3418707,0.3076505,0.19668846,0.25835913,0.27053288,0.1824196,0.26637658,0.23850156,0.3323141,0.25643167,0.3362651
54,0.33048338,0.27250418,0.32313788,0.34772375,0.24992047,0.34187898,0.30765784,0.1966932,0.2583654,0.2705394,0.18242404,0.266383,0.23850733,0.33232218,0.2564378,0.3362732
55,0.33052856,0.2725414,0.32318208,0.34777123,0.24995458,0.34192565,0.30769998,0.19672005,0.2584007,0.27057636,0.18244894,0.2664194,0.23853995,0.33236754,0.25647292,0.33631915
56,0.5585109,0.4605269,0.5460972,0.5876466,0.42236102,0.57776904,0.5199362,0.33240786,0.43663284,0.4572066,0.30829316,0.45018244,0.40307304,0.5616183,0.43337524,0.5682955
57,0.5935167,0.48939145,0.5803249,0.6244786,0.44883335,0.61398226,0.5525243,0.35324222,0.46399957,0.48586306,0.32761607,0.4783985,0.4283364,0.59681886,0.46053785,0.60391456
58,0.33057353,0.2725784,0.323226,0.34781846,0.24998856,0.3419722,0.30774182,0.19674681,0.25843588,0.2706132,0.18247378,0.2664556,0.23857231,0.33241275,0.25650775,0.3363648
59,0.3306205,0.27261716,0.323272,0.34786794,0.25002414,0.34202087,0.30778557,0.19677477,0.25847265,0.27065167,0.1824997,0.26649362,0.23860629,0.3324601,0.25654423,0.3364127
60,0.5269427,0.43449688,0.5152304,0.5544317,0.3984882,0.5451123,0.4905481,0.31361943,0.4119533,0.43136427,0.2908678,0.42473692,0.38029042,0.52987444,0.40887988,0.53617406
61,0.52605915,0.43376845,0.51436675,0.553502,0.39782,0.54419845,0.48972565,0.31309357,0.41126263,0.430641,0.2903801,0.42402497,0.37965277,0.5289861,0.40819442,0.5352751
62,0.80358565,0.6626063,0.78572464,0.845506,0.6076931,0.8312945,0.7480843,0.47826856,0.6282274,0.65782905,0.44357237,0.6477226,0.5799416,0.80805665,0.6235404,0.8176636
63,0.7039426,0.58044434,0.68829644,0.74066526,0.5323404,0.7282158,0.6553234,0.41896427,0.5503285,0.57625955,0.3885703,0.56740636,0.50803,0.7078593,0.5462227,0.7162751
64,0.5264625,0.43410096,0.5147609,0.5539262,0.39812496,0.5446157,0.49010125,0.3133337,0.41157785,0.43097115,0.2906027,0.42434993,0.37994382,0.5293915,0.40850723,0.5356856
65,0.6867164,0.56624043,0.6714531,0.72254014,0.51931345,0.71039534,0.63928694,0.40871173,0.53686106,0.5621579,0.37906155,0.5535211,0.49559787,0.69053704,0.5328559,0.698747
66,0.7262447,0.59883386,0.7101026,0.7641303,0.5492057,0.7512867,0.6760851,0.43223757,0.56776375,0.59451634,0.40088075,0.5853826,0.52412516,0.7302854,0.5635278,0.7389677
67,0.78097415,0.64396197,0.76361597,0.821715,0.59059376,0.80790347,0.7270348,0.464811,0.6105503,0.63931894,0.4310911,0.62949675,0.56362313,0.7853194,0.60599524,0.7946563
68,0.6182952,0.5098229,0.60455275,0.65054977,0.4675715,0.63961494,0.5755914,0.36798963,0.483371,0.50614715,0.3412936,0.49837103,0.4462189,0.62173545,0.47976482,0.6291272
69,0.6531301,0.5385463,0.6386134,0.68720174,0.49391457,0.6756511,0.6080203,0.38872227,0.51060414,0.5346636,0.3605222,0.52644926,0.4713589,0.65676403,0.5067947,0.6645721
70,0.8578789,0.7073745,0.83881134,0.90263164,0.6487512,0.8874599,0.7986278,0.51058215,0.6706729,0.70227444,0.4735418,0.69148517,0.61912465,0.8626519,0.66566926,0.8729082
71,0.6182709,0.5098028,0.60452884,0.6505241,0.46755305,0.6395898,0.57556856,0.36797506,0.48335192,0.5061272,0.3412801,0.49835134,0.44620126,0.62171084,0.47974586,0.6291023
72,0.6187228,0.5101754,0.60497075,0.65099967,0.46789494,0.6400574,0.5759897,0.36824423,0.48370528,0.50649726,0.3415298,0.49871573,0.44652754,0.6221654,0.4800966,0.6295623
73,0.79450536,0.655119,0.7768463,0.83595216,0.60082626,0.8219012,0.73963124,0.47286427,0.62112856,0.6503957,0.43856007,0.64040345,0.5733885,0.79892576,0.61649466,0.80842435
74,0.61817014,0.5097197,0.6044303,0.6504181,0.4674769,0.63948566,0.5754753,0.3679152,0.48327333,0.50604475,0.34122458,0.4982701,0.44612873,0.62160975,0.47966757,0.629
75,0.78802454,0.6497752,0.77050954,0.8291332,0.5959254,0.8151968,0.7335978,0.46900707,0.6160619,0.64509046,0.4349827,0.6351796,0.5687112,0.792409,0.6114656,0.8018299
76,0.6712442,0.5534826,0.6563247,0.7062608,0.5076128,0.6943895,0.6248832,0.39950305,0.52476543,0.5494921,0.37052095,0.54104984,0.4844317,0.67497885,0.5208504,0.68300366
77,0.8310128,0.68522173,0.8125422,0.8743641,0.6284341,0.8596675,0.7736174,0.49459228,0.6496693,0.68028146,0.45871186,0.66982985,0.5997355,0.8356364,0.6448224,0.8455714
78,0.6975676,0.57518786,0.68206304,0.7339575,0.5275194,0.7216207,0.6493888,0.4151701,0.54534453,0.57104105,0.3850514,0.562268,0.50342923,0.70144874,0.54127604,0.70978844
79,0.7180659,0.59208983,0.7021057,0.7555249,0.5430208,0.7428256,0.6684711,0.42736992,0.5613696,0.5878212,0.39636618,0.57879007,0.5182226,0.722061,0.5571815,0.7306457
80,0.75826216,0.6252342,0.74140835,0.79781824,0.57341814,0.7844081,0.70589125,0.45129332,0.59279424,0.62072647,0.41855413,0.61118996,0.547232,0.76248074,0.5883716,0.7715461
81,0.6968232,0.5745739,0.6813351,0.73317415,0.5269563,0.7208509,0.6486957,0.4147269,0.54476255,0.5704315,0.38464037,0.56166774,0.50289196,0.70070016,0.5406982,0.70903075
82,0.8075208,0.66585094,0.7895723,0.84964675,0.6106689,0.83536536,0.7517478,0.48061058,0.63130385,0.6610503,0.44574454,0.6508945,0.5827816,0.81201375,0.6265938,0.82166773
83,0.71544284,0.5899268,0.6995409,0.7527652,0.5410369,0.74011207,0.66602933,0.4258086,0.55931896,0.5856735,0.39491826,0.5766759,0.5163295,0.7194233,0.55514616,0.7279766
84,0.73923033,0.6095414,0.7227999,0.7777937,0.55902606,0.7647203,0.688174,0.4399666,0.5779158,0.6051468,0.40804887,0.59584975,0.53349674,0.7433434,0.57360417,0.7521808
85,0.7151315,0.58967036,0.6992368,0.75243795,0.5408017,0.73979044,0.6657395,0.42562354,0.5590757,0.58541906,0.3947465,0.57642514,0.5161051,0.7191103,0.5549048,0.72765994
86,0.7968397,0.6570439,0.77912855,0.8384081,0.6025915,0.8243158,0.7418043,0.47425348,0.62295353,0.6523066,0.4398486,0.64228505,0.575073,0.80127317,0.618306,0.81079954
87,0.7528413,0.6207643,0.7361082,0.79211456,0.56931883,0.77880025,0.7008447,0.448067,0.58855647,0.6162887,0.41556188,0.6068204,0.5433196,0.7570297,0.5841653,0.7660301
88,0.7529001,0.620813,0.7361659,0.7921764,0.56936324,0.7788614,0.7008995,0.4481022,0.5886025,0.6163372,0.41559428,0.6068681,0.54336214,0.757089,0.58421105,0.76609004
89,0.75275505,0.6206932,0.7360239,0.79202414,0.5692536,0.7787112,0.7007646,0.44801587,0.588489,0.6162183,0.4155143,0.6067513,0.5432575,0.75694335,0.5840986,0.76594263
90,0.6976676,0.57527,0.68216085,0.7340625,0.5275949,0.72172403,0.6494816,0.4152294,0.5454227,0.5711225,0.38510644,0.5623482,0.5035013,0.7015491,0.54135346,0.7098898
91,0.8333493,0.68714833,0.81482667,0.8768225,0.6302011,0.86208427,0.77579236,0.4959829,0.65149593,0.6821941,0.4600016,0.67171323,0.6014217,0.837986,0.6466354,0.8479489
92,0.88584554,0.7304346,0.8661563,0.93205714,0.6699002,0.9163908,0.82466286,0.5272269,0.6925364,0.7251683,0.488979,0.7140273,0.63930786,0.89077425,0.6873699,0.90136456
93,0.70127255,0.5782427,0.68568593,0.73785585,0.5303212,0.72545356,0.65283775,0.4173751,0.54824114,0.57407385,0.38709646,0.565254,0.50610304,0.7051743,0.5441508,0.7135582
94,0.7012377,0.57821393,0.6856515,0.73781884,0.53029466,0.7254174,0.6528051,0.4173542,0.5482136,0.57404524,0.38707706,0.565226,0.5060777,0.70513904,0.5441236,0.7135226
95,0.7549612,0.62251246,0.73818094,0.7943451,0.570922,0.7809934,0.7028182,0.4493289,0.5902138,0.6180241,0.41673213,0.60852927,0.5448497,0.75916165,0.58581024,0.76818746
96,0.6758332,0.5572664,0.6608116,0.7110892,0.5110831,0.6991368,0.6291552,0.4022342,0.52835286,0.5532486,0.37305406,0.5447488,0.48774347,0.6795933,0.5244112,0.6876729
97,0.7996745,0.6593812,0.7819006,0.8413909,0.6047353,0.82724863,0.7444434,0.4759409,0.6251698,0.6546273,0.44141355,0.64457023,0.577119,0.8041237,0.6205055,0.81368405
98,0.58716035,0.48415005,0.57411,0.61779064,0.4440266,0.6074064,0.5466069,0.34945908,0.45903036,0.4806595,0.3241074,0.473275,0.42374915,0.590427,0.45560566,0.59744674
99,0.5888145,0.48551422,0.5757274,0.6195311,0.4452774,0.6091178,0.54814684,0.35044366,0.4603236,0.48201376,0.32502058,0.4746084,0.4249429,0.59209067,0.45688924,0.5991299
100,0.58867115,0.4853961,0.5755873,0.6193802,0.44516903,0.6089696,0.54801345,0.3503583,0.46021158,0.48189634,0.32494158,0.47449294,0.42483962,0.5919467,0.45677817,0.5989841
101,0.68210274,0.5624362,0.6669421,0.71768594,0.5158245,0.70562273,0.63499194,0.40596583,0.5332543,0.558381,0.37651485,0.54980254,0.49226832,0.68589795,0.5292761,0.69405246
102,0.5942835,0.4900236,0.5810747,0.6252853,0.44941318,0.61477536,0.55323803,0.3536986,0.464599,0.4864907,0.32803932,0.47901648,0.42888993,0.5975901,0.46113288,0.60469466
103,0.7248244,0.5976625,0.708714,0.76263595,0.5481315,0.74981713,0.6747627,0.43139225,0.56665313,0.59335375,0.40009674,0.58423775,0.5231,0.72885686,0.56242573,0.73752254
104,0.58873576,0.48544914,0.5756501,0.6194482,0.44521773,0.60903615,0.5480735,0.35039666,0.46026185,0.48194927,0.32497698,0.47454488,0.424886,0.59201133,0.45682812,0.59904957
105,0.66468674,0.54807556,0.64991313,0.6993614,0.5026539,0.6876065,0.61877877,0.3956003,0.51963896,0.544124,0.3669014,0.53576434,0.47969937,0.6683849,0.5157621,0.6763316
106,0.7989499,0.6587838,0.7811921,0.8406285,0.6041874,0.82649887,0.7437688,0.47550952,0.62460333,0.6540344,0.44101351,0.64398617,0.57659596,0.8033951,0.61994344,0.8129468
107,0.7614154,0.6278343,0.74449176,0.80113584,0.57580274,0.7876702,0.7088266,0.45317018,0.5952594,0.6233078,0.42029476,0.6137316,0.5495077,0.76565176,0.59081846,0.7747546
108,0.66249895,0.54627156,0.64777386,0.6970593,0.5009995,0.68534297,0.61674213,0.39429823,0.5179286,0.542333,0.36569375,0.53400093,0.47812033,0.666185,0.5140645,0.6741052
109,0.73497623,0.60603374,0.7186403,0.77331764,0.55580884,0.76031923,0.6842137,0.43743455,0.57458997,0.6016641,0.4057006,0.59242064,0.53042686,0.7390654,0.57030314,0.7478524
110,0.75514406,0.62266314,0.73836,0.79453754,0.57106024,0.78118247,0.70298845,0.44943777,0.5903567,0.6181739,0.416833,0.6086767,0.54498166,0.7593455,0.58595234,0.7683735
111,0.5848001,0.48220402,0.5718021,0.6153073,0.44224155,0.6049649,0.5444096,0.34805438,0.457185,0.4787274,0.32280463,0.47137257,0.42204577,0.58805376,0.4537744,0.5950453
112,0.7939126,0.6546303,0.7762669,0.8353286,0.6003782,0.821288,0.7390795,0.47251147,0.6206653,0.6499105,0.438233,0.63992566,0.5729608,0.79832983,0.6160346,0.8078213
113,0.5836539,0.48125887,0.5706813,0.6141014,0.4413748,0.6037791,0.5433427,0.3473723,0.45628914,0.47778925,0.32217196,0.47044876,0.42121863,0.5869011,0.45288494,0.593879
114,0.73262686,0.6040964,0.7163431,0.7708457,0.55403197,0.7578889,0.6820263,0.4360361,0.57275325,0.5997409,0.40440366,0.59052676,0.528731,0.7367029,0.56848013,0.7454617
115,0.750356,0.6187151,0.7336782,0.78949976,0.5674393,0.77622926,0.69853103,0.44658807,0.5866133,0.6142544,0.4141901,0.6048175,0.541526,0.75453085,0.58223706,0.76350147
116,0.5849574,0.4823337,0.5719559,0.61547285,0.4423605,0.60512763,0.544556,0.34814802,0.4573081,0.47885624,0.32289144,0.4714994,0.42215934,0.58821195,0.45389634,0.59520525
117,0.58500576,0.48237354,0.572003,0.61552364,0.4423971,0.6051776,0.5446011,0.3481767,0.45734587,0.47889572,0.32291806,0.4715383,0.4221941,0.58826053,0.45393375,0.5952545
118,0.58506835,0.4824251,0.5720643,0.6155896,0.44244435,0.6052424,0.5446594,0.34821406,0.45739487,0.47894698,0.3229527,0.47158888,0.4222394,0.58832353,0.4539824,0.59531814
119,0.58496267,0.48233813,0.571961,0.6154784,0.44236442,0.605133,0.54456097,0.3481512,0.45731214,0.47886053,0.3228943,0.4715035,0.422163,0.58821714,0.45390043,0.59521055
120,0.58551294,0.48279187,0.57249916,0.61605734,0.44278073,0.6057022,0.5450734,0.3484787,0.45774236,0.47931102,0.3231981,0.4719471,0.42256027,0.58877057,0.4543274,0.59577066
121,0.5849759,0.482349,0.571974,0.6154922,0.44237453,0.60514677,0.5445735,0.34815902,0.45732266,0.4788714,0.32290173,0.4715143,0.4221727,0.5882305,0.45391074,0.5952241
122,0.69997454,0.5771724,0.68441653,0.7364898,0.52933943,0.72411054,0.65162927,0.4166025,0.54722613,0.5730111,0.38637984,0.5642076,0.5051661,0.70386887,0.5431434,0.7122373
123,0.7963325,0.6566255,0.77863276,0.8378745,0.60220796,0.82379115,0.7413319,0.4739517,0.6225568,0.6518916,0.43956867,0.6418761,0.5747069,0.80076295,0.61791223,0.81028336
124,0.7731681,0.6375252,0.75598335,0.8135018,0.58469063,0.7998281,0.71976763,0.46016514,0.60444754,0.6329287,0.42678222,0.62320495,0.5579895,0.77747,0.599938,0.78671336
125,0.8019656,0.6612703,0.7841405,0.84380156,0.60646796,0.8296185,0.7465761,0.47730428,0.6269608,0.65650266,0.44267797,0.6464165,0.57877225,0.8064275,0.62228316,0.8160151
126,0.69216335,0.5707317,0.6767789,0.7282715,0.52343255,0.7160301,0.6443578,0.41195348,0.5411196,0.5666168,0.38206825,0.5579116,0.49952894,0.6960143,0.5370825,0.70428944
127,0.6995841,0.57685053,0.6840347,0.7360792,0.5290444,0.7237068,0.651266,0.41637015,0.5469211,0.5726915,0.3861645,0.56389314,0.5048844,0.7034764,0.5428407,0.71184015
128,0.69945973,0.5767481,0.6839133,0.7359483,0.52895033,0.72357816,0.65115017,0.41629618,0.5468238,0.5725898,0.38609576,0.5637928,0.50479466,0.70335126,0.54274416,0.71171355
129,0.75885004,0.6257191,0.7419837,0.79843694,0.5738629,0.78501624,0.70643854,0.4516434,0.593254,0.6212079,0.4188788,0.611664,0.5476565,0.7630721,0.58882797,0.77214456
130,0.63765883,0.5257894,0.623486,0.6709237,0.48221478,0.6596463,0.59361774,0.3795143,0.49850908,0.52199847,0.35198218,0.51397896,0.46019354,0.6412067,0.49479,0.6488301
131,0.6371949,0.52540684,0.6230324,0.67043537,0.481864,0.65916646,0.5931859,0.37923828,0.49814644,0.5216188,0.35172617,0.51360494,0.45985878,0.6407402,0.49442998,0.648358
132,0.59368,0.48952597,0.58048457,0.6246503,0.44895667,0.6141509,0.5526762,0.35333928,0.46412724,0.4859966,0.32770622,0.47853008,0.4284542,0.59698313,0.46066454,0.60408056
133,0.76935923,0.6343846,0.752259,0.8094942,0.58181024,0.795888,0.71622205,0.4578981,0.6014699,0.6298107,0.42467973,0.6201347,0.5552406,0.77363974,0.5969825,0.7828376
134,0.565145,0.46599722,0.55258393,0.59462684,0.4273779,0.58463216,0.52611214,0.33635634,0.44181925,0.46263734,0.31195512,0.45552975,0.40786085,0.56828934,0.438523,0.5750458
135,0.6403748,0.5280288,0.6261414,0.67378116,0.48426855,0.6624559,0.5961458,0.3811306,0.5006323,0.5242217,0.35348126,0.5161678,0.46215352,0.6439377,0.49689734,0.6515935
136,0.6373407,0.52552706,0.6231747,0.6705888,0.48197418,0.65931743,0.59332144,0.37932488,0.49826032,0.52173805,0.35180664,0.5137224,0.4599639,0.6408867,0.49454314,0.64850634
137,0.6376213,0.5257583,0.62344927,0.670884,0.48218638,0.65960747,0.59358263,0.37949193,0.49847963,0.52196777,0.3519615,0.5139486,0.46016645,0.641169,0.49476075,0.64879197
138,0.7995981,0.6593183,0.7818259,0.8413104,0.60467744,0.82716936,0.74437207,0.47589532,0.6251099,0.65456474,0.4413712,0.64450824,0.5770637,0.8040469,0.6204463,0.8136063
139,0.67305905,0.554979,0.65809923,0.7081703,0.50898534,0.6962671,0.62657267,0.40058324,0.5261841,0.55097765,0.3715227,0.54251266,0.48574147,0.67680377,0.52225846,0.6848503
140,0.71323425,0.5881061,0.6973818,0.75044143,0.539367,0.7378277,0.6639734,0.4244944,0.5575926,0.58386606,0.39369926,0.5748959,0.51473576,0.71720266,0.5534326,0.7257294
141,0.7609442,0.6274458,0.74403095,0.8006403,0.5754465,0.78718275,0.7083879,0.4528898,0.59489125,0.62292194,0.42003462,0.6133519,0.54916763,0.76517785,0.59045297,0.7742752
142,0.7379123,0.60845447,0.7215112,0.77640706,0.55802923,0.7633567,0.6869469,0.43918198,0.5768853,0.60406774,0.40732124,0.59478724,0.5325457,0.74201775,0.57258147,0.75083995
